Vehicle Damage Cost,Total Killed Form 57,Total Injured Form 57,Train Speed,Estimated Vehicle Speed,Hazmat Involvement Code_0.0,Hazmat Involvement Code_1.0,Hazmat Involvement Code_2.0,Hazmat Involvement Code_3.0,Hazmat Involvement Code_4.0,Highway User Code_A,Highway User Code_B,Highway User Code_C,Highway User Code_D,Highway User Code_E,Highway User Code_F,Highway User Code_H,Highway User Code_J,Highway User Code_K,Highway User Code_M,Weather Condition Code_1,Weather Condition Code_2,Weather Condition Code_3,Weather Condition Code_4,Weather Condition Code_6,Visibility Code_1,Visibility Code_2,Visibility Code_3,Visibility Code_4,Public/Private Code_N,Public/Private Code_Y,Equipment Struck Code_1,Equipment Struck Code_2
-0.4125986000120963,-0.4080275739389506,0.07226703725567675,0.6409314113986547,-0.32428263625034637,-0.04481107149482208,-0.04481107149482209,-0.5006261743217588,-0.04481107149482209,0.5100009902941465,-0.8988720790483781,-0.2911745330478821,-0.3835706411883073,-0.3801255224843981,-0.16355112715421938,-0.07777137710478188,-0.04481107149482209,4.5492474294011584,-0.3555430145769242,-0.16989990989239312,-1.6760549827924835,-0.46909370040057163,-0.20960213356095744,6.992853494818837,-0.14300313895335048,-0.18780231506445405,0.917239561556376,-0.25736999871647087,-0.7511746287542015,-0.3972060193523567,0.3972060193523568,-2.4157020591033493,2.41570205910335
-0.15932801056817608,1.4262585467415572,1.5147171008789846,0.8087743787499687,-0.7050286021066354,-0.04481107149482208,-0.04481107149482209,1.9974984355438177,-0.04481107149482209,-1.960780506373612,1.1125053534410418,-0.2911745330478821,-0.3835706411883073,-0.3801255224843981,-0.16355112715421938,-0.07777137710478188,-0.04481107149482209,-0.21981657747106437,-0.3555430145769242,-0.16989990989239312,0.5966391378962375,-0.46909370040057163,-0.20960213356095744,-0.14300313895335043,-0.14300313895335048,-0.18780231506445405,-1.090227724481482,-0.25736999871647087,1.3312483698477235,-0.3972060193523567,0.3972060193523568,0.41395833407170085,-0.41395833407170085
-0.5139068357896643,-0.4080275739389506,-0.2162229754689848,-1.4571056804927693,-0.7050286021066354,-0.04481107149482208,-0.04481107149482209,-0.5006261743217588,-0.04481107149482209,0.5100009902941465,1.1125053534410418,-0.2911745330478821,-0.3835706411883073,-0.3801255224843981,-0.16355112715421938,-0.07777137710478188,-0.04481107149482209,-0.21981657747106437,-0.3555430145769242,-0.16989990989239312,0.5966391378962375,-0.46909370040057163,-0.20960213356095744,-0.14300313895335043,-0.14300313895335048,-0.18780231506445405,-1.090227724481482,3.8854567548163996,-0.7511746287542015,-0.3972060193523567,0.3972060193523568,0.41395833407170085,-0.41395833407170085
-0.48013742386380837,-0.4080275739389506,0.36075704998033825,-0.36612639270922875,-0.6098421106425631,-0.04481107149482208,-0.04481107149482209,-0.5006261743217588,-0.04481107149482209,0.5100009902941465,-0.8988720790483781,-0.2911745330478821,-0.3835706411883073,-0.3801255224843981,-0.16355112715421938,-0.07777137710478188,-0.04481107149482209,4.5492474294011584,-0.3555430145769242,-0.16989990989239312,-1.6760549827924835,-0.46909370040057163,-0.20960213356095744,6.992853494818837,-0.14300313895335048,-0.18780231506445405,0.917239561556376,-0.25736999871647087,-0.7511746287542015,-0.3972060193523567,0.3972060193523568,-2.4157020591033493,2.41570205910335
-0.4125986000120963,-0.4080275739389506,0.07226703725567675,1.270342538966082,-0.22909614478627413,-0.04481107149482208,-0.04481107149482209,-0.5006261743217588,-0.04481107149482209,0.5100009902941465,1.1125053534410418,-0.2911745330478821,-0.3835706411883073,-0.3801255224843981,-0.16355112715421938,-0.07777137710478188,-0.04481107149482209,-0.21981657747106437,-0.3555430145769242,-0.16989990989239312,0.5966391378962375,-0.46909370040057163,-0.20960213356095744,-0.14300313895335043,-0.14300313895335048,-0.18780231506445405,0.917239561556376,-0.25736999871647087,-0.7511746287542015,-0.3972060193523567,0.3972060193523568,0.41395833407170085,-0.41395833407170085
-0.4125986000120963,-0.4080275739389506,0.36075704998033825,0.09544176750688453,-0.7050286021066354,-0.04481107149482208,-0.04481107149482209,-0.5006261743217588,-0.04481107149482209,0.5100009902941465,1.1125053534410418,-0.2911745330478821,-0.3835706411883073,-0.3801255224843981,-0.16355112715421938,-0.07777137710478188,-0.04481107149482209,-0.21981657747106437,-0.3555430145769242,-0.16989990989239312,-1.6760549827924835,2.1317702607092643,-0.20960213356095744,-0.14300313895335043,-0.14300313895335048,-0.18780231506445405,-1.090227724481482,-0.25736999871647087,1.3312483698477235,-0.3972060193523567,0.3972060193523568,0.41395833407170085,-0.41395833407170085
-0.15932801056817608,-0.4080275739389506,0.07226703725567675,-0.07240119984442939,-0.41946912771441863,-0.04481107149482208,-0.04481107149482209,1.9974984355438177,-0.04481107149482209,-1.960780506373612,1.1125053534410418,-0.2911745330478821,-0.3835706411883073,-0.3801255224843981,-0.16355112715421938,-0.07777137710478188,-0.04481107149482209,-0.21981657747106437,-0.3555430145769242,-0.16989990989239312,-1.6760549827924835,2.1317702607092643,-0.20960213356095744,-0.14300313895335043,-0.14300313895335048,5.324747991827461,-1.090227724481482,-0.25736999871647087,-0.7511746287542015,-0.3972060193523567,0.3972060193523568,-2.4157020591033493,2.41570205910335
-0.32817507019745623,-0.4080275739389506,-0.2162229754689848,1.2283817971282536,-0.7050286021066354,-0.04481107149482208,-0.04481107149482209,1.9974984355438177,-0.04481107149482209,-1.960780506373612,1.1125053534410418,-0.2911745330478821,-0.3835706411883073,-0.3801255224843981,-0.16355112715421938,-0.07777137710478188,-0.04481107149482209,-0.21981657747106437,-0.3555430145769242,-0.16989990989239312,0.5966391378962375,-0.46909370040057163,-0.20960213356095744,-0.14300313895335043,-0.14300313895335048,-0.18780231506445405,-1.090227724481482,-0.25736999871647087,1.3312483698477235,-0.3972060193523567,0.3972060193523568,0.41395833407170085,-0.41395833407170085
1.2758719962807052,-0.4080275739389506,-0.2162229754689848,1.186421055290425,-0.7050286021066354,-0.04481107149482208,-0.04481107149482209,-0.5006261743217588,-0.04481107149482209,0.5100009902941465,-0.8988720790483781,3.4343662872314304,-0.3835706411883073,-0.3801255224843981,-0.16355112715421938,-0.07777137710478188,-0.04481107149482209,-0.21981657747106437,-0.3555430145769242,-0.16989990989239312,0.5966391378962375,-0.46909370040057163,-0.20960213356095744,-0.14300313895335043,-0.14300313895335048,-0.18780231506445405,0.917239561556376,-0.25736999871647087,-0.7511746287542015,2.5175852108950845,-2.5175852108950845,0.41395833407170085,-0.41395833407170085
-0.5814456596413764,1.4262585467415572,-0.2162229754689848,1.018578087939111,-0.41946912771441863,-0.04481107149482208,-0.04481107149482209,1.9974984355438177,-0.04481107149482209,-1.960780506373612,-0.8988720790483781,-0.2911745330478821,-0.3835706411883073,-0.3801255224843981,-0.16355112715421938,-0.07777137710478188,-0.04481107149482209,-0.21981657747106437,2.812599204599597,-0.16989990989239312,-1.6760549827924835,2.1317702607092643,-0.20960213356095744,-0.14300313895335043,-0.14300313895335048,-0.18780231506445405,0.917239561556376,-0.25736999871647087,-0.7511746287542015,-0.3972060193523567,0.3972060193523568,0.41395833407170085,-0.41395833407170085
