Vehicle Damage Cost,Total Killed Form 57,Total Injured Form 57,Train Speed,Estimated Vehicle Speed,Hazmat Involvement Code_0.0,Hazmat Involvement Code_1.0,Hazmat Involvement Code_2.0,Hazmat Involvement Code_3.0,Hazmat Involvement Code_4.0,Highway User Code_A,Highway User Code_B,Highway User Code_C,Highway User Code_D,Highway User Code_E,Highway User Code_F,Highway User Code_H,Highway User Code_J,Highway User Code_K,Highway User Code_M,Weather Condition Code_1,Weather Condition Code_2,Weather Condition Code_3,Weather Condition Code_4,Weather Condition Code_6,Visibility Code_1,Visibility Code_2,Visibility Code_3,Visibility Code_4,Public/Private Code_N,Public/Private Code_Y,Equipment Struck Code_1,Equipment Struck Code_2,Cluster_ARSKC,ARSKC_Observation_Weight_v,ARSKC_Gamma_i_Adaptive
-0.4125986000120963,-0.4080275739389506,0.0722670372556767,0.6409314113986547,-0.3242826362503463,-0.044811071494822,-0.044811071494822,-0.5006261743217588,-0.044811071494822,0.5100009902941465,-0.8988720790483781,-0.2911745330478821,-0.3835706411883073,-0.3801255224843981,-0.1635511271542193,-0.0777713771047818,-0.044811071494822,4.5492474294011584,-0.3555430145769242,-0.1698999098923931,-1.6760549827924835,-0.4690937004005716,-0.2096021335609574,6.992853494818837,-0.1430031389533504,-0.187802315064454,0.917239561556376,-0.2573699987164708,-0.7511746287542015,-0.3972060193523567,0.3972060193523568,-2.4157020591033493,2.41570205910335,5,0.0,630.9842537028729
-0.159328010568176,1.4262585467415572,1.5147171008789846,0.8087743787499687,-0.7050286021066354,-0.044811071494822,-0.044811071494822,1.9974984355438177,-0.044811071494822,-1.960780506373612,1.1125053534410418,-0.2911745330478821,-0.3835706411883073,-0.3801255224843981,-0.1635511271542193,-0.0777713771047818,-0.044811071494822,-0.2198165774710643,-0.3555430145769242,-0.1698999098923931,0.5966391378962375,-0.4690937004005716,-0.2096021335609574,-0.1430031389533504,-0.1430031389533504,-0.187802315064454,-1.090227724481482,-0.2573699987164708,1.3312483698477235,-0.3972060193523567,0.3972060193523568,0.4139583340717008,-0.4139583340717008,0,1.0,4054.9550427338845
-0.5139068357896643,-0.4080275739389506,-0.2162229754689848,-1.4571056804927691,-0.7050286021066354,-0.044811071494822,-0.044811071494822,-0.5006261743217588,-0.044811071494822,0.5100009902941465,1.1125053534410418,-0.2911745330478821,-0.3835706411883073,-0.3801255224843981,-0.1635511271542193,-0.0777713771047818,-0.044811071494822,-0.2198165774710643,-0.3555430145769242,-0.1698999098923931,0.5966391378962375,-0.4690937004005716,-0.2096021335609574,-0.1430031389533504,-0.1430031389533504,-0.187802315064454,-1.090227724481482,3.8854567548164,-0.7511746287542015,-0.3972060193523567,0.3972060193523568,0.4139583340717008,-0.4139583340717008,0,1.0,2325.2163450519365
-0.4801374238638083,-0.4080275739389506,0.3607570499803382,-0.3661263927092287,-0.6098421106425631,-0.044811071494822,-0.044811071494822,-0.5006261743217588,-0.044811071494822,0.5100009902941465,-0.8988720790483781,-0.2911745330478821,-0.3835706411883073,-0.3801255224843981,-0.1635511271542193,-0.0777713771047818,-0.044811071494822,4.5492474294011584,-0.3555430145769242,-0.1698999098923931,-1.6760549827924835,-0.4690937004005716,-0.2096021335609574,6.992853494818837,-0.1430031389533504,-0.187802315064454,0.917239561556376,-0.2573699987164708,-0.7511746287542015,-0.3972060193523567,0.3972060193523568,-2.4157020591033493,2.41570205910335,5,0.0,635.4945108760814
-0.4125986000120963,-0.4080275739389506,0.0722670372556767,1.270342538966082,-0.2290961447862741,-0.044811071494822,-0.044811071494822,-0.5006261743217588,-0.044811071494822,0.5100009902941465,1.1125053534410418,-0.2911745330478821,-0.3835706411883073,-0.3801255224843981,-0.1635511271542193,-0.0777713771047818,-0.044811071494822,-0.2198165774710643,-0.3555430145769242,-0.1698999098923931,0.5966391378962375,-0.4690937004005716,-0.2096021335609574,-0.1430031389533504,-0.1430031389533504,-0.187802315064454,0.917239561556376,-0.2573699987164708,-0.7511746287542015,-0.3972060193523567,0.3972060193523568,0.4139583340717008,-0.4139583340717008,2,1.0,9190.78838134171
-0.4125986000120963,-0.4080275739389506,0.3607570499803382,0.0954417675068845,-0.7050286021066354,-0.044811071494822,-0.044811071494822,-0.5006261743217588,-0.044811071494822,0.5100009902941465,1.1125053534410418,-0.2911745330478821,-0.3835706411883073,-0.3801255224843981,-0.1635511271542193,-0.0777713771047818,-0.044811071494822,-0.2198165774710643,-0.3555430145769242,-0.1698999098923931,-1.6760549827924835,2.1317702607092643,-0.2096021335609574,-0.1430031389533504,-0.1430031389533504,-0.187802315064454,-1.090227724481482,-0.2573699987164708,1.3312483698477235,-0.3972060193523567,0.3972060193523568,0.4139583340717008,-0.4139583340717008,3,1.0,7837.440812888985
-0.159328010568176,-0.4080275739389506,0.0722670372556767,-0.0724011998444293,-0.4194691277144186,-0.044811071494822,-0.044811071494822,1.9974984355438177,-0.044811071494822,-1.960780506373612,1.1125053534410418,-0.2911745330478821,-0.3835706411883073,-0.3801255224843981,-0.1635511271542193,-0.0777713771047818,-0.044811071494822,-0.2198165774710643,-0.3555430145769242,-0.1698999098923931,-1.6760549827924835,2.1317702607092643,-0.2096021335609574,-0.1430031389533504,-0.1430031389533504,5.324747991827461,-1.090227724481482,-0.2573699987164708,-0.7511746287542015,-0.3972060193523567,0.3972060193523568,-2.4157020591033493,2.41570205910335,1,1.0,1877.0706783996911
-0.3281750701974562,-0.4080275739389506,-0.2162229754689848,1.2283817971282536,-0.7050286021066354,-0.044811071494822,-0.044811071494822,1.9974984355438177,-0.044811071494822,-1.960780506373612,1.1125053534410418,-0.2911745330478821,-0.3835706411883073,-0.3801255224843981,-0.1635511271542193,-0.0777713771047818,-0.044811071494822,-0.2198165774710643,-0.3555430145769242,-0.1698999098923931,0.5966391378962375,-0.4690937004005716,-0.2096021335609574,-0.1430031389533504,-0.1430031389533504,-0.187802315064454,-1.090227724481482,-0.2573699987164708,1.3312483698477235,-0.3972060193523567,0.3972060193523568,0.4139583340717008,-0.4139583340717008,0,1.0,5417.9201529801385
1.2758719962807052,-0.4080275739389506,-0.2162229754689848,1.186421055290425,-0.7050286021066354,-0.044811071494822,-0.044811071494822,-0.5006261743217588,-0.044811071494822,0.5100009902941465,-0.8988720790483781,3.4343662872314304,-0.3835706411883073,-0.3801255224843981,-0.1635511271542193,-0.0777713771047818,-0.044811071494822,-0.2198165774710643,-0.3555430145769242,-0.1698999098923931,0.5966391378962375,-0.4690937004005716,-0.2096021335609574,-0.1430031389533504,-0.1430031389533504,-0.187802315064454,0.917239561556376,-0.2573699987164708,-0.7511746287542015,2.5175852108950845,-2.5175852108950845,0.4139583340717008,-0.4139583340717008,4,1.0,2639.228353950834
-0.5814456596413764,1.4262585467415572,-0.2162229754689848,1.018578087939111,-0.4194691277144186,-0.044811071494822,-0.044811071494822,1.9974984355438177,-0.044811071494822,-1.960780506373612,-0.8988720790483781,-0.2911745330478821,-0.3835706411883073,-0.3801255224843981,-0.1635511271542193,-0.0777713771047818,-0.044811071494822,-0.2198165774710643,2.812599204599597,-0.1698999098923931,-1.6760549827924835,2.1317702607092643,-0.2096021335609574,-0.1430031389533504,-0.1430031389533504,-0.187802315064454,0.917239561556376,-0.2573699987164708,-0.7511746287542015,-0.3972060193523567,0.3972060193523568,0.4139583340717008,-0.4139583340717008,3,1.0,1997.6879804904645
